 summary,subscriptionId,calPath,guid,recurrenceId,link,eventlink,status,startallday,startshortdate,startlongdate,startdayname,starttime,startutcdate,startdatetime,starttimezone,endallday,endshortdate,endlongdate,enddayname,endtime,endutcdate,enddatetime,endtimezone,locationaddress,locationlink,contactname,contactphone,contactlink,calendarname,calendardisplayName,calendarpath,calendarencodedPath,categories,description,cost,xproperties 
 Teen Time: Hangout,,%2Fpublic%2Fcals%2FMainCal,20160126-000018-BORDEAUX-201603151600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000018-BORDEAUX-201603151600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/15/2016,15-Mar-16,Tuesday,4:00 PM,20160315T210000Z,20160315T160000,America/Chicago,FALSE,3/15/2016,15-Mar-16,Tuesday,5:30 PM,20160315T223000Z,20160315T173000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bordeaux,Teens,Locations,Series","Every Tuesday. Have some fun playing video games, drawing, and just hanging out with friends!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens "
 Twilight Story Hour,,%2Fpublic%2Fcals%2FMainCal,20160126-000032-BORDEAUX-201603151800%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000032-BORDEAUX-201603151800%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/15/2016,15-Mar-16,Tuesday,6:00 PM,20160315T230000Z,20160315T180000,America/Chicago,FALSE,3/15/2016,15-Mar-16,Tuesday,6:30 PM,20160315T233000Z,20160315T183000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bordeaux,Children,Story Time,Locations,Series",Every Tuesday. Join us for a fun family evening filled with stories and crafts.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Brose By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Getting Started with Microsoft Word,,%2Fpublic%2Fcals%2FMainCal,20160128-000012-BORDEAUX-201603161000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160128-000012-BORDEAUX-201603161000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/16/2016,16-Mar-16,Wednesday,10:00 AM,20160316T150000Z,20160316T100000,America/Chicago,FALSE,3/16/2016,16-Mar-16,Wednesday,12:00 PM,20160316T170000Z,20160316T120000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bordeaux,Computers and Technology,Locations,Series",Microsoft Word is a document creating program. Come to class to get an introduction to the program and practice creating different types of documents. Some keyboarding and mouse skills required.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology "
 Getting Started with Google Docs,,%2Fpublic%2Fcals%2FMainCal,20160128-000013-BORDEAUX-201603161400%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160128-000013-BORDEAUX-201603161400%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/16/2016,16-Mar-16,Wednesday,2:00 PM,20160316T190000Z,20160316T140000,America/Chicago,FALSE,3/16/2016,16-Mar-16,Wednesday,4:00 PM,20160316T210000Z,20160316T160000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bordeaux,Computers and Technology,Locations,Series",Google has free online storage available through Google Drive. Learn how to create and store documents and materials using Google Docs. Some keyboarding and mouse skills required.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology "
 Cypher,,%2Fpublic%2Fcals%2FMainCal,20160210-000013-EAST-201603161530%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000013-EAST-201603161530%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/16/2016,16-Mar-16,Wednesday,3:30 PM,20160316T203000Z,20160316T153000,America/Chicago,FALSE,3/16/2016,16-Mar-16,Wednesday,5:00 PM,20160316T220000Z,20160316T170000,America/Chicago,East,,East,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,Teens,location/East,Locations,Series","Every Wednesday, emcees, poets, DJ&rsquo;s, rappers, spoken word artists, and producers develop their work, share pieces, and collaborate on projects. Participating artists will have access to larger events and performance opportunities executed by Studio NPL and Southern Word.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
 Teen Time: In it to Win It Wednesdays,,%2Fpublic%2Fcals%2FMainCal,20160126-000046-BORDEAUX-201603161600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000046-BORDEAUX-201603161600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/16/2016,16-Mar-16,Wednesday,4:00 PM,20160316T210000Z,20160316T160000,America/Chicago,FALSE,3/16/2016,16-Mar-16,Wednesday,5:30 PM,20160316T223000Z,20160316T173000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bordeaux,Teens,Locations,Series",Every Wednesday. Join us to play a variety of board games and card games!,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens "
 AARP Tax Filing Assistance,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-5263dde2-0152-6575be74-00007c35demobedework%40mysite.edu,20160317T150000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-5263dde2-0152-6575be74-00007c35demobedework%40mysite.edu&amp;recurrenceId=20160317T150000Z,CONFIRMED,FALSE,3/17/2016,17-Mar-16,Thursday,10:00 AM,20160317T150000Z,20160317T100000,America/Chicago,FALSE,3/17/2016,17-Mar-16,Thursday,3:00 PM,20160317T200000Z,20160317T150000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bordeaux,Money and Taxes,Locations",AARP is providing income tax filing assistance at select library locations. \n\nPlease bring photo identification for the taxpayer and spouse and Social Security Cards for everyone listed on the return. A copy of last year&rsquo;s tax return and other relevant tax documents will be required.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Money and Taxes,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-SUBMITTEDBY : values : text : jellis for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Third Thursday Book Club,,%2Fpublic%2Fcals%2FMainCal,20160126-000018-DONELSON-201603171400%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000018-DONELSON-201603171400%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/17/2016,17-Mar-16,Thursday,2:00 PM,20160317T190000Z,20160317T140000,America/Chicago,FALSE,3/17/2016,17-Mar-16,Thursday,2:00 PM,20160317T190000Z,20160317T140000,America/Chicago,Donelson,http://www.library.nashville.org/locations/loc_donelson.asp,Donelson,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Donelson,Book Clubs,Locations,Series",Join us for a lively discussion!,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Donelson,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Book Clubs "
 Tech Thursday,,%2Fpublic%2Fcals%2FMainCal,20160210-000024-EAST-201603171500%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000024-EAST-201603171500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/17/2016,17-Mar-16,Thursday,3:00 PM,20160317T200000Z,20160317T150000,America/Chicago,FALSE,3/17/2016,17-Mar-16,Thursday,5:00 PM,20160317T220000Z,20160317T170000,America/Chicago,East,,East,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,Teens,Computers and Technology,location/East,Locations,Series","Every Thursday, come explore cutting-edge technology with Studio NPL.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Computers and Technology,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
 Anime Movie Thursdays,,%2Fpublic%2Fcals%2FMainCal,20160126-000085-BORDEAUX-201603171600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000085-BORDEAUX-201603171600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/17/2016,17-Mar-16,Thursday,4:00 PM,20160317T210000Z,20160317T160000,America/Chicago,FALSE,3/17/2016,17-Mar-16,Thursday,6:00 PM,20160317T230000Z,20160317T180000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bordeaux,Teens,Movies,Locations,Series",Come out and join us for screenings of some of your favorite anime and manga movies and TV shows!,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Movies "
 After-school Crafts and Movies,,%2Fpublic%2Fcals%2FMainCal,20160126-000061-BORDEAUX-201603171700%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000061-BORDEAUX-201603171700%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/17/2016,17-Mar-16,Thursday,5:00 PM,20160317T220000Z,20160317T170000,America/Chicago,FALSE,3/17/2016,17-Mar-16,Thursday,6:30 PM,20160317T233000Z,20160317T183000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Bordeaux,Children,Locations,Series",1st and 3rd Thursdays. Come join us for crafts and movies!,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Movies "
 Yoga,,%2Fpublic%2Fcals%2FMainCal,20160127-000112-BELLEVUE-201605191630%40LIBRARY.NASHVILLE.ORG,20160317T233000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000112-BELLEVUE-201605191630%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=20160317T233000Z,CONFIRMED,FALSE,3/17/2016,17-Mar-16,Thursday,6:30 PM,20160317T233000Z,20160317T183000,America/Chicago,FALSE,3/17/2016,17-Mar-16,Thursday,7:45 PM,20160318T004500Z,20160317T194500,America/Chicago,East,,East,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,Health and Wellness,location/East,Locations","Every Thursday, come practice yoga with us! Please bring a mat or towel.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Health and Wellness,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Nashville Reads Movie: The Loving Story (2011),,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52a6d05f-0152-a8174561-00002fc0demobedework%40mysite.edu,,http://nashvillepubliclibrary.org/nashvillereads/,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52a6d05f-0152-a8174561-00002fc0demobedework%40mysite.edu&amp;recurrenceId=,CONFIRMED,FALSE,3/19/2016,19-Mar-16,Saturday,1:00 PM,20160319T180000Z,20160319T130000,America/Chicago,FALSE,3/19/2016,19-Mar-16,Saturday,3:00 PM,20160319T200000Z,20160319T150000,America/Chicago,East,,East,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,series/Nashville Reads,location/East,Movies,Locations,Series",The Loving Story (2011). This moving documentary chronicles Richard and Mildred Loving during their fight for interracial marriage equality and dignity during historic anti-miscegenation sentiments in the U.S. Not rated. 77 minutes.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Nashville Reads,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Movies,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/nashville_reads_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/TheLovingStoryPoster_350.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 A Taste of Jazz Rhapsody,,%2Fpublic%2Fcals%2FMainCal,20160126-000078-BORDEAUX-201603191430%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000078-BORDEAUX-201603191430%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/19/2016,19-Mar-16,Saturday,2:30 PM,20160319T193000Z,20160319T143000,America/Chicago,FALSE,3/19/2016,19-Mar-16,Saturday,3:30 PM,20160319T203000Z,20160319T153000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bordeaux,series/Nashville Reads,Locations,Music,Series",Music and poetry by local jazz singer Connye Florence,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Nashville Reads,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Music,X-BEDEWORK-IMAGE : values : text : http://events.library.nashville.org/pubcaldav/public/images/logo_cropped.jpg "
 Preschool Story Time,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52cadd24-0152-cc08d5ab-00001746demobedework%40mysite.edu,20160321T150000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52cadd24-0152-cc08d5ab-00001746demobedework%40mysite.edu&amp;recurrenceId=20160321T150000Z,CONFIRMED,FALSE,3/21/2016,21-Mar-16,Monday,10:00 AM,20160321T150000Z,20160321T100000,America/Chicago,FALSE,3/21/2016,21-Mar-16,Monday,10:00 AM,20160321T150000Z,20160321T100000,America/Chicago,East,,East,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Children,Story Time,location/East,Locations","Every Tuesday. Join us for stories, songs and crafts.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Brose By Topic/Story Time,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Dragon Ball Z: Xenoverse Tournament,,%2Fpublic%2Fcals%2FMainCal,20160210-000037-EAST-201603211500%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000037-EAST-201603211500%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/21/2016,21-Mar-16,Monday,3:00 PM,20160321T200000Z,20160321T150000,America/Chicago,FALSE,3/21/2016,21-Mar-16,Monday,3:00 PM,20160321T200000Z,20160321T150000,America/Chicago,East,,East,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Teens,location/East,Locations,Series","Every Monday in March, compete against your friends in a Single-Elimination Dragon Ball Z Fighting Tournament! Part of Animanga Month.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/East,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens "
 Origami Fun,,%2Fpublic%2Fcals%2FMainCal,20160126-000090-BORDEAUX-201603141600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000090-BORDEAUX-201603141600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/21/2016,21-Mar-16,Monday,4:00 PM,20160321T210000Z,20160321T160000,America/Chicago,FALSE,3/21/2016,21-Mar-16,Monday,5:00 PM,20160321T220000Z,20160321T170000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Bordeaux,Teens,series/Manga and Anime Month,Locations,Series",Show off your folding skills and come do some origami!,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts "
 Preschool Story Time,,%2Fpublic%2Fcals%2FMainCal,20160126-000005-BORDEAUX-201603221030%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160126-000005-BORDEAUX-201603221030%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/22/2016,22-Mar-16,Tuesday,10:30 AM,20160322T153000Z,20160322T103000,America/Chicago,FALSE,3/22/2016,22-Mar-16,Tuesday,11:00 AM,20160322T160000Z,20160322T110000,America/Chicago,Bordeaux,http://www.library.nashville.org/locations/loc_bordeaux.asp,Bordeaux,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bordeaux,Children,Story Time,Locations,Series","Every Tuesday. Join us for stories, songs and crafts. ",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bordeaux,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Childrens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Brose By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
